"Control"	"Disease"	"repeat_n"
"SRR13077915"	0.536536536536537	0.463463463463463	1
"SRR13077913"	0.328328328328328	0.671671671671672	1
"SRR13077771"	0.281281281281281	0.718718718718719	1
"SRR13077826"	0.0840840840840841	0.915915915915916	1
"SRR13077653"	0.197197197197197	0.802802802802803	1
"SRR13077863"	0.262262262262262	0.737737737737738	1
"SRR13077824"	0.168168168168168	0.831831831831832	1
"SRR13077804"	0.036036036036036	0.963963963963964	1
"Yu_105"	0.188188188188188	0.811811811811812	1
"Yu_104"	0.33033033033033	0.66966966966967	1
"Yu_108"	0.478478478478478	0.521521521521522	1
"Yu_116"	0.247247247247247	0.752752752752753	1
"Yu_99"	0.192192192192192	0.807807807807808	1
"Yu_37"	0.267267267267267	0.732732732732733	1
"Yu_102"	0.557557557557558	0.442442442442442	1
"Yu_113"	0.264264264264264	0.735735735735736	1
"Yu_18"	0.301301301301301	0.698698698698699	1
"Yu_17"	0.374374374374374	0.625625625625626	1
"Yu_29"	0.195195195195195	0.804804804804805	1
"Yu_123"	0.246246246246246	0.753753753753754	1
"Yu_16"	0.294294294294294	0.705705705705706	1
"Yu_1"	0.404404404404404	0.595595595595596	1
"Yu_13"	0.437437437437437	0.562562562562563	1
"Yu_119"	0.382382382382382	0.617617617617618	1
"Yu_95"	0.158158158158158	0.841841841841842	1
"Yu_44"	0.437437437437437	0.562562562562563	1
"Yu_39"	0.451451451451451	0.548548548548549	1
"Yu_57"	0.158158158158158	0.841841841841842	1
"Yu_43"	0.43043043043043	0.56956956956957	1
"SRR16124340"	0.338338338338338	0.661661661661662	1
"SRR16124311"	0.335335335335335	0.664664664664665	1
"SRR16124302"	0.251251251251251	0.748748748748749	1
"SRR16124319"	0.335335335335335	0.664664664664665	1
"SRR16124333"	0.298298298298298	0.701701701701702	1
"SRR16124325"	0.177177177177177	0.822822822822823	1
"SRR16124301"	0.387387387387387	0.612612612612613	1
"SRR16124326"	0.26026026026026	0.73973973973974	1
"SRR16124353"	0.407407407407407	0.592592592592593	1
"SRR16124313"	0.306306306306306	0.693693693693694	1
"SRR16124318"	0.38038038038038	0.61961961961962	1
"SRR16124328"	0.248248248248248	0.751751751751752	1
"SRR16124282"	0.395395395395395	0.604604604604605	1
"SRR16124286"	0.328328328328328	0.671671671671672	1
"SRR16124345"	0.388388388388388	0.611611611611612	1
"SRR16124316"	0.235235235235235	0.764764764764765	1
"SRR16124334"	0.271271271271271	0.728728728728729	1
"SRR16124322"	0.26026026026026	0.73973973973974	1
"SRR16124363"	0.327327327327327	0.672672672672673	1
"SRR16124296"	0.239239239239239	0.760760760760761	1
"SRR16124362"	0.194194194194194	0.805805805805806	1
"SRR16124317"	0.392392392392392	0.607607607607608	1
"SRR16124281"	0.445445445445445	0.554554554554555	1
"SRR16124270"	0.256256256256256	0.743743743743744	1
"SRR16124356"	0.164164164164164	0.835835835835836	1
"SRR16124276"	0.392392392392392	0.607607607607608	1
"SRR16124330"	0.321321321321321	0.678678678678679	1
"SRR12005682"	0.333333333333333	0.666666666666667	1
"SRR11992788"	0.149149149149149	0.850850850850851	1
"SRR12000221"	0.603603603603604	0.396396396396396	1
"SRR11992801"	0.217217217217217	0.782782782782783	1
"SRR12000206"	0.178178178178178	0.821821821821822	1
"SRR12000201"	0.344344344344344	0.655655655655656	1
"SRR12000222"	0.542542542542543	0.457457457457457	1
"SRR11992781"	0.33033033033033	0.66966966966967	1
"SRR12000223"	0.671671671671672	0.328328328328328	1
"SRR12000208"	0.667667667667668	0.332332332332332	1
"SRR11992789"	0.241241241241241	0.758758758758759	1
"SRR12005708"	0.257257257257257	0.742742742742743	1
"SRR11992784"	0.698698698698699	0.301301301301301	1
"SRR12000198"	0.208208208208208	0.791791791791792	1
"SRR11992777"	0.276276276276276	0.723723723723724	1
"SRR12000220"	0.426426426426426	0.573573573573574	1
"SRR11992802"	0.302302302302302	0.697697697697698	1
"SRR12000210"	0.307307307307307	0.692692692692693	1
"SRR11992794"	0.264264264264264	0.735735735735736	1
"SRR12000203"	0.356356356356356	0.643643643643644	1
"G199T0"	0.42042042042042	0.57957957957958	1
"G32T0U0A0R2"	0.487487487487487	0.512512512512513	1
"G170T0"	0.216216216216216	0.783783783783784	1
"G167T0"	0.194194194194194	0.805805805805806	1
"G171T0"	0.266266266266266	0.733733733733734	1
"G117T0U0A0R2"	0.365365365365365	0.634634634634635	1
"G76T0U0A0R2"	0.422422422422422	0.577577577577578	1
"G118T0U0A0R2"	0.31031031031031	0.68968968968969	1
"G126T0U0A0R2"	0.557557557557558	0.442442442442442	1
"G67T0U0A0R2"	0.245245245245245	0.754754754754755	1
"G168T0"	0.351351351351351	0.648648648648649	1
"G09T0U0A0R1"	0.426426426426426	0.573573573573574	1
"G63T0U0A0R2"	0.394394394394394	0.605605605605606	1
"G34T0U0A0R2"	0.238238238238238	0.761761761761762	1
"G17T0U0A0R2"	0.216216216216216	0.783783783783784	1
"G172T0"	0.205205205205205	0.794794794794795	1
"G179T0"	0.448448448448448	0.551551551551552	1
"G195T0"	0.314314314314314	0.685685685685686	1
"G134T0U0A0R2"	0.426426426426426	0.573573573573574	1
"G144T0U0A0R2"	0.365365365365365	0.634634634634635	1
"G111T0U0A0R2"	0.422422422422422	0.577577577577578	1
"G15T0U0A0R2"	0.295295295295295	0.704704704704705	1
"SRR5818512"	0.405405405405405	0.594594594594595	1
"SRR5818541"	0.385385385385385	0.614614614614615	1
"SRR5818486"	0.306306306306306	0.693693693693694	1
"SRR5818490"	0.268268268268268	0.731731731731732	1
"SRR5818504"	0.398398398398398	0.601601601601602	1
"SRR5818520"	0.382382382382382	0.617617617617618	1
"ERR1398151"	0.366366366366366	0.633633633633634	1
"ERR1398197"	0.46046046046046	0.53953953953954	1
"ERR1398232"	0.275275275275275	0.724724724724725	1
"ERR1398117"	0.642642642642643	0.357357357357357	1
"ERR1398110"	0.531531531531532	0.468468468468468	1
"ERR1398128"	0.434434434434434	0.565565565565566	1
"ERR1398238"	0.726726726726727	0.273273273273273	1
"ERR1398132"	0.49049049049049	0.509509509509509	1
"ERR1398123"	0.567567567567568	0.432432432432432	1
"ERR1398233"	0.292292292292292	0.707707707707708	1
"ERR1398258"	0.149149149149149	0.850850850850851	1
"ERR1398116"	0.409409409409409	0.590590590590591	1
"ERR1398073"	0.13013013013013	0.86986986986987	1
"ERR1398168"	0.546546546546547	0.453453453453453	1
"ERR1398136"	0.327327327327327	0.672672672672673	1
"ERR1398162"	0.478478478478478	0.521521521521522	1
"D29"	0.238238238238238	0.761761761761762	1
"D56"	0.531531531531532	0.468468468468468	1
"D01"	0.297297297297297	0.702702702702703	1
"D35"	0.322322322322322	0.677677677677678	1
"D25"	0.173173173173173	0.826826826826827	1
"D39"	0.298298298298298	0.701701701701702	1
"D50"	0.621621621621622	0.378378378378378	1
"D10"	0.178178178178178	0.821821821821822	1
"D06"	0.307307307307307	0.692692692692693	1
"D22"	0.741741741741742	0.258258258258258	1
"D37"	0.14014014014014	0.85985985985986	1
"D34"	0.193193193193193	0.806806806806807	1
"D16"	0.235235235235235	0.764764764764765	1
"D43"	0.244244244244244	0.755755755755756	1
"D53"	0.742742742742743	0.257257257257257	1
"D05"	0.374374374374374	0.625625625625626	1
"K0081"	0.293293293293293	0.706706706706707	1
"A0019"	0.307307307307307	0.692692692692693	1
"A0010"	0.358358358358358	0.641641641641642	1
"C0042"	0.411411411411411	0.588588588588589	1
"K0088"	0.513513513513513	0.486486486486487	1
"K0148"	0.378378378378378	0.621621621621622	1
"K0198"	0.266266266266266	0.733733733733734	1
"K0056"	0.341341341341341	0.658658658658659	1
"C0099"	0.276276276276276	0.723723723723724	1
"C0035"	0.422422422422422	0.577577577577578	1
"C0029"	0.564564564564565	0.435435435435435	1
"K0154"	0.446446446446446	0.553553553553554	1
"A0002"	0.352352352352352	0.647647647647648	1
"C0015"	0.325325325325325	0.674674674674675	1
"C0111"	0.607607607607608	0.392392392392392	1
"K0186"	0.39039039039039	0.60960960960961	1
"C0162"	0.189189189189189	0.810810810810811	1
"K0006"	0.405405405405405	0.594594594594595	1
"K0084"	0.291291291291291	0.708708708708709	1
"K0053"	0.227227227227227	0.772772772772773	1
"C0094"	0.274274274274274	0.725725725725726	1
"K0221"	0.42042042042042	0.57957957957958	1
"K0017"	0.336336336336336	0.663663663663664	1
"K0191"	0.412412412412412	0.587587587587588	1
"C0086"	0.550550550550551	0.449449449449449	1
"C0058"	0.454454454454454	0.545545545545546	1
"C0163"	0.305305305305305	0.694694694694695	1
"K0185"	0.105105105105105	0.894894894894895	1
"K0100"	0.312312312312312	0.687687687687688	1
"K0190"	0.432432432432432	0.567567567567568	1
"K0013"	0.373373373373373	0.626626626626627	1
"K0179"	0.395395395395395	0.604604604604605	1
"C0151"	0.303303303303303	0.696696696696697	1
"K0076"	0.34034034034034	0.65965965965966	1
"C0078"	0.342342342342342	0.657657657657658	1
"K0046"	0.331331331331331	0.668668668668669	1
"K0093"	0.338338338338338	0.661661661661662	1
"K0206"	0.361361361361361	0.638638638638639	1
"K0163"	0.234234234234234	0.765765765765766	1
"K0137"	0.2002002002002	0.7997997997998	1
"C0126"	0.269269269269269	0.730730730730731	1
"C0028"	0.229229229229229	0.770770770770771	1
"K0229"	0.394394394394394	0.605605605605606	1
"K0019"	0.33033033033033	0.66966966966967	1
"K0220"	0.394394394394394	0.605605605605606	1
"K0131"	0.255255255255255	0.744744744744745	1
"K0243"	0.26026026026026	0.73973973973974	1
"K0115"	0.448448448448448	0.551551551551552	1
"C0007"	0.544544544544545	0.455455455455455	1
"K0194"	0.164164164164164	0.835835835835836	1
"C0115"	0.500500500500501	0.4994994994995	1
"K0060"	0.344344344344344	0.655655655655656	1
"C0138"	0.326326326326326	0.673673673673674	1
"K0164"	0.116116116116116	0.883883883883884	1
"K0044"	0.403403403403403	0.596596596596597	1
"C0041"	0.126126126126126	0.873873873873874	1
"K0150"	0.435435435435435	0.564564564564565	1
"K0075"	0.306306306306306	0.693693693693694	1
"K0078"	0.235235235235235	0.764764764764765	1
"C0164"	0.31031031031031	0.68968968968969	1
"K0087"	0.552552552552553	0.447447447447447	1
"C0090"	0.455455455455455	0.544544544544545	1
"C0125"	0.482482482482482	0.517517517517518	1
"C0003"	0.305305305305305	0.694694694694695	1
"K0257"	0.387387387387387	0.612612612612613	1
"K0251"	0.31031031031031	0.68968968968969	1
"K0130"	0.199199199199199	0.800800800800801	1
"K0002"	0.369369369369369	0.630630630630631	1
"C0160"	0.39039039039039	0.60960960960961	1
"C0107"	0.195195195195195	0.804804804804805	1
"K0068"	0.495495495495495	0.504504504504504	1
"C0005"	0.32032032032032	0.67967967967968	1
"K0018"	0.244244244244244	0.755755755755756	1
"K0129"	0.369369369369369	0.630630630630631	1
"K0033"	0.428428428428428	0.571571571571572	1
"K0197"	0.292292292292292	0.707707707707708	1
"K0269"	0.446446446446446	0.553553553553554	1
"K0173"	0.295295295295295	0.704704704704705	1
"K0095"	0.285285285285285	0.714714714714715	1
"C0114"	0.509509509509509	0.49049049049049	1
"C0061"	0.285285285285285	0.714714714714715	1
"K0159"	0.525525525525526	0.474474474474474	1
"C0036"	0.339339339339339	0.660660660660661	1
"LD.77"	0.229229229229229	0.770770770770771	1
"LD.32"	0.38038038038038	0.61961961961962	1
"LD.24"	0.254254254254254	0.745745745745746	1
"LD.54"	0.43043043043043	0.56956956956957	1
"LD.64"	0.362362362362362	0.637637637637638	1
"LD.35"	0.295295295295295	0.704704704704705	1
"LD.91"	0.252252252252252	0.747747747747748	1
"LD.92"	0.204204204204204	0.795795795795796	1
"LV10"	0.237237237237237	0.762762762762763	1
"LD.6"	0.502502502502503	0.497497497497497	1
"LD.83"	0.213213213213213	0.786786786786787	1
"LD.22"	0.32032032032032	0.67967967967968	1
"LD.56"	0.309309309309309	0.690690690690691	1
"LV22"	0.21021021021021	0.78978978978979	1
"LD.42"	0.269269269269269	0.730730730730731	1
"LD.18"	0.164164164164164	0.835835835835836	1
"LD.73"	0.427427427427427	0.572572572572573	1
"LD.55"	0.504504504504504	0.495495495495495	1
"LD.61"	0.1001001001001	0.8998998998999	1
"LD.23"	0.208208208208208	0.791791791791792	1
"LD.5"	0.296296296296296	0.703703703703704	1
"LD.97"	0.586586586586587	0.413413413413413	1
"LD.96"	0.119119119119119	0.880880880880881	1
"LD.86"	0.255255255255255	0.744744744744745	1
"LD.71"	0.317317317317317	0.682682682682683	1
"LD.75"	0.32032032032032	0.67967967967968	1
"LD.78"	0.396396396396396	0.603603603603604	1
"LV24"	0.458458458458458	0.541541541541542	1
"LD.14"	0.418418418418418	0.581581581581582	1
"LV17"	0.141141141141141	0.858858858858859	1
"SRR13336858"	0.383383383383383	0.616616616616617	1
"SRR13336865"	0.423423423423423	0.576576576576577	1
"SRR13336864"	0.416416416416416	0.583583583583584	1
"SRR13336839"	0.425425425425425	0.574574574574575	1
"SRR13336934"	0.548548548548549	0.451451451451451	1
"SRR13336943"	0.580580580580581	0.419419419419419	1
"SRR13336848"	0.421421421421421	0.578578578578579	1
"SRR13336924"	0.557557557557558	0.442442442442442	1
"SRR13336866"	0.487487487487487	0.512512512512513	1
"SRR13336837"	0.595595595595596	0.404404404404404	1
"SRR13336910"	0.581581581581582	0.418418418418418	1
"SRR13336909"	0.45045045045045	0.54954954954955	1
"SRR13336841"	0.581581581581582	0.418418418418418	1
"SRR13336916"	0.477477477477477	0.522522522522523	1
"SRR13336871"	0.448448448448448	0.551551551551552	1
"SRR13336945"	0.382382382382382	0.617617617617618	1
"SRR13336936"	0.318318318318318	0.681681681681682	1
"SRR13336855"	0.488488488488488	0.511511511511512	1
"SRR9075146"	0.317317317317317	0.682682682682683	1
"SRR9075047"	0.598598598598599	0.401401401401401	1
"SRR9075402"	0.315315315315315	0.684684684684685	1
"SRR9037783"	0.57957957957958	0.42042042042042	1
"SRR9098932"	0.604604604604605	0.395395395395395	1
"SRR9038079"	0.544544544544545	0.455455455455455	1
"SRR9098702"	0.438438438438438	0.561561561561562	1
"SRR9098570"	0.4994994994995	0.500500500500501	1
"SRR9075059"	0.437437437437437	0.562562562562563	1
"SRR9128891"	0.316316316316316	0.683683683683684	1
"SRR9037953"	0.306306306306306	0.693693693693694	1
"SRR9098734"	0.227227227227227	0.772772772772773	1
"SRR9098714"	0.546546546546547	0.453453453453453	1
"SRR9098775"	0.685685685685686	0.314314314314314	1
"SRR9098787"	0.305305305305305	0.694694694694695	1
"SRR9075041"	0.529529529529529	0.47047047047047	1
"SRR9075304"	0.463463463463463	0.536536536536537	1
"SRR9037968"	0.614614614614615	0.385385385385385	1
"SRR9075359"	0.404404404404404	0.595595595595596	1
"SRR9075112"	0.296296296296296	0.703703703703704	1
"SRR9038002"	0.317317317317317	0.682682682682683	1
"SRR9075315"	0.482482482482482	0.517517517517518	1
"SRR9075339"	0.459459459459459	0.540540540540541	1
"SRR9128773"	0.351351351351351	0.648648648648649	1
"ERR1190543"	0.632632632632633	0.367367367367367	1
"ERR1190550"	0.408408408408408	0.591591591591592	1
"ERR1190586"	0.553553553553554	0.446446446446446	1
"ERR1190604"	0.371371371371371	0.628628628628629	1
"ERR1190547"	0.630630630630631	0.369369369369369	1
"ERR1190605"	0.225225225225225	0.774774774774775	1
"ERR1190536"	0.363363363363363	0.636636636636637	1
"ERR1190711"	0.323323323323323	0.676676676676677	1
"ERR1190589"	0.399399399399399	0.600600600600601	1
"ERR1190607"	0.713713713713714	0.286286286286286	1
"ERR1190535"	0.433433433433433	0.566566566566567	1
"ERR1190768"	0.177177177177177	0.822822822822823	1
"ERR1190568"	0.377377377377377	0.622622622622623	1
"ERR1190555"	0.314314314314314	0.685685685685686	1
"ERR1190748"	0.437437437437437	0.562562562562563	1
"ERR1190762"	0.266266266266266	0.733733733733734	1
"ERR1190753"	0.571571571571572	0.428428428428428	1
"ERR1190755"	0.34034034034034	0.65965965965966	1
"ERR1190601"	0.520520520520521	0.479479479479479	1
"ERR1190581"	0.383383383383383	0.616616616616617	1
"ERR1190763"	0.211211211211211	0.788788788788789	1
"ERR1190583"	0.461461461461461	0.538538538538539	1
"ERR1190600"	0.214214214214214	0.785785785785786	1
"ERR1190558"	0.316316316316316	0.683683683683684	1
"ERR1190722"	0.33033033033033	0.66966966966967	1
"ERR1190720"	0.583583583583584	0.416416416416416	1
"ERR1190569"	0.624624624624625	0.375375375375375	1
"ERR1190759"	0.42042042042042	0.57957957957958	1
"SRR8849239"	0.517517517517518	0.482482482482482	1
"SRR8849220"	0.628628628628629	0.371371371371371	1
"SRR8849203"	0.575575575575576	0.424424424424424	1
"SRR8849200"	0.738738738738739	0.261261261261261	1
"SRR8849199"	0.568568568568569	0.431431431431431	1
"SRR8849204"	0.42042042042042	0.57957957957958	1
"SRR8849237"	0.3003003003003	0.6996996996997	1
"SRR8849224"	0.544544544544545	0.455455455455455	1
"SRR8849281"	0.346346346346346	0.653653653653654	1
"SRR8849215"	0.686686686686687	0.313313313313313	1
"SRR8849232"	0.557557557557558	0.442442442442442	1
"SRR8849225"	0.335335335335335	0.664664664664665	1
"SRR8849216"	0.610610610610611	0.389389389389389	1
"SRR8849230"	0.613613613613614	0.386386386386386	1
"SRR8849231"	0.508508508508508	0.491491491491492	1
"SRR8849213"	0.56956956956957	0.43043043043043	1
"SRR10983049"	0.41041041041041	0.58958958958959	1
"SRR10983050"	0.312312312312312	0.687687687687688	1
"SRR10983016"	0.325325325325325	0.674674674674675	1
"SRR10983024"	0.473473473473473	0.526526526526527	1
"SRR10983043"	0.32032032032032	0.67967967967968	1
"SRR10983035"	0.43043043043043	0.56956956956957	1
"SRR10983013"	0.361361361361361	0.638638638638639	1
"SRR10983038"	0.24024024024024	0.75975975975976	1
"SRR10983047"	0.403403403403403	0.596596596596597	1
"SRR10983053"	0.468468468468468	0.531531531531532	1
"SRR10403532"	0.279279279279279	0.720720720720721	1
"SRR10403536"	0.26026026026026	0.73973973973974	1
"SRR10403523"	0.17017017017017	0.82982982982983	1
"SRR10403555"	0.137137137137137	0.862862862862863	1
"SRR10403568"	0.497497497497497	0.502502502502503	1
"SRR10403517"	0.249249249249249	0.750750750750751	1
"SRR10983014"	0.408408408408408	0.591591591591592	1
"SRR10403519"	0.381381381381381	0.618618618618619	1
"SRR10403569"	0.266266266266266	0.733733733733734	1
"SRR10403541"	0.422422422422422	0.577577577577578	1
"ERR1398160"	0.26026026026026	0.73973973973974	1
"ERR1398201"	0.533533533533533	0.466466466466466	1
"ERR1398231"	0.504504504504504	0.495495495495495	1
"ERR1398141"	0.337337337337337	0.662662662662663	1
"ERR1398240"	0.477477477477477	0.522522522522523	1
"ERR1398084"	0.532532532532533	0.467467467467467	1
"ERR1398257"	0.411411411411411	0.588588588588589	1
"ERR1398139"	0.446446446446446	0.553553553553554	1
"SRR6066137"	0.153153153153153	0.846846846846847	1
"SRR6066089"	0.359359359359359	0.640640640640641	1
"SRR6066086"	0.158158158158158	0.841841841841842	1
"SRR6066071"	0.206206206206206	0.793793793793794	1
"SRR6066101"	0.553553553553554	0.446446446446446	1
"SRR6066102"	0.112112112112112	0.887887887887888	1
"SRR6066113"	0.109109109109109	0.890890890890891	1
"SRR6066105"	0.143143143143143	0.856856856856857	1
"SRR6066147"	0.257257257257257	0.742742742742743	1
"SRR6066146"	0.365365365365365	0.634634634634635	1
"SRR6066084"	0.293293293293293	0.706706706706707	1
"SD320500372"	0.369369369369369	0.630630630630631	1
"SD320500314"	0.536536536536537	0.463463463463463	1
"SD320500348"	0.176176176176176	0.823823823823824	1
"SD320500322"	0.458458458458458	0.541541541541542	1
"SD320500298"	0.339339339339339	0.660660660660661	1
"SD320500186"	0.525525525525526	0.474474474474474	1
"SD320500343"	0.339339339339339	0.660660660660661	1
"SD320500023"	0.4994994994995	0.500500500500501	1
"SD320500192"	0.48048048048048	0.519519519519519	1
"SD320500304"	0.555555555555556	0.444444444444444	1
"SD320500376"	0.237237237237237	0.762762762762763	1
"SD320500237"	0.396396396396396	0.603603603603604	1
"SD320500360"	0.624624624624625	0.375375375375375	1
"SD320500021"	0.682682682682683	0.317317317317317	1
"SD320500290"	0.296296296296296	0.703703703703704	1
"SD320500068"	0.446446446446446	0.553553553553554	1
"SD320500052"	0.491491491491492	0.508508508508508	1
"SAMEA2737736"	0.398398398398398	0.601601601601602	1
"SAMEA2737726"	0.57957957957958	0.42042042042042	1
"SAMEA2737684"	0.443443443443443	0.556556556556557	1
"SAMEA2737678"	0.177177177177177	0.822822822822823	1
"SAMEA2737676"	0.196196196196196	0.803803803803804	1
"SAMEA2737768"	0.63963963963964	0.36036036036036	1
"SAMEA2737704"	0.544544544544545	0.455455455455455	1
"SAMEA2737750"	0.54954954954955	0.45045045045045	1
"SAMEA2737727"	0.366366366366366	0.633633633633634	1
"SAMEA2737724"	0.543543543543544	0.456456456456456	1
"SAMEA2737700"	0.524524524524524	0.475475475475475	1
"SAMEA2737833"	0.331331331331331	0.668668668668669	1
"SAMEA2737697"	0.56956956956957	0.43043043043043	1
"SAMEA2737728"	0.529529529529529	0.47047047047047	1
"SAMEA2737741"	0.513513513513513	0.486486486486487	1
"SAMEA2737710"	0.439439439439439	0.560560560560561	1
"SAMEA2737836"	0.626626626626627	0.373373373373373	1
"SAMEA2737781"	0.742742742742743	0.257257257257257	1
"SAMEA2737732"	0.517517517517518	0.482482482482482	1
"SAMEA2737737"	0.437437437437437	0.562562562562563	1
"SAMEA2737776"	0.483483483483483	0.516516516516517	1
"SAMEA2737701"	0.449449449449449	0.550550550550551	1
"SAMEA2737785"	0.606606606606607	0.393393393393393	1
"SAMEA2737670"	0.517517517517518	0.482482482482482	1
"SAMEA2737848"	0.556556556556557	0.443443443443443	1
"ERR2855885"	0.610610610610611	0.389389389389389	1
"ERR2855922"	0.257257257257257	0.742742742742743	1
"ERR2855956"	0.248248248248248	0.751751751751752	1
"ERR2855917"	0.586586586586587	0.413413413413413	1
"ERR2855952"	0.497497497497497	0.502502502502503	1
"ERR2855916"	0.28028028028028	0.71971971971972	1
"ERR2855835"	0.405405405405405	0.594594594594595	1
"ERR2855795"	0.42042042042042	0.57957957957958	1
"ERR2855830"	0.417417417417417	0.582582582582583	1
"ERR2855854"	0.314314314314314	0.685685685685686	1
"ERR2855822"	0.433433433433433	0.566566566566567	1
"ERR2855862"	0.590590590590591	0.409409409409409	1
"ERR2855869"	0.32032032032032	0.67967967967968	1
"ERR2855878"	0.377377377377377	0.622622622622623	1
"ERR2855855"	0.359359359359359	0.640640640640641	1
"ERR2855850"	0.423423423423423	0.576576576576577	1
"ERR2855817"	0.576576576576577	0.423423423423423	1
"ERR2855860"	0.571571571571572	0.428428428428428	1
"SRR8898728"	0.114114114114114	0.885885885885886	1
"SRR8898693"	0.485485485485485	0.514514514514514	1
"SRR8898670"	0.566566566566567	0.433433433433433	1
"SRR8898627"	0.23023023023023	0.76976976976977	1
"SRR8898510"	0.271271271271271	0.728728728728729	1
"SRR8898556"	0.172172172172172	0.827827827827828	1
"SRR8898739"	0.112112112112112	0.887887887887888	1
"SRR8898547"	0.438438438438438	0.561561561561562	1
"SRR8898492"	0.434434434434434	0.565565565565566	1
"SRR8898621"	0.375375375375375	0.624624624624625	1
"SRR8898511"	0.322322322322322	0.677677677677678	1
"SRR8898723"	0.415415415415415	0.584584584584585	1
"SRR8898472"	0.403403403403403	0.596596596596597	1
"SRR8898458"	0.283283283283283	0.716716716716717	1
"SRR8898702"	0.658658658658659	0.341341341341341	1
"SRR8898732"	0.497497497497497	0.502502502502503	1
"SRR8898730"	0.46046046046046	0.53953953953954	1
"SRR8898622"	0.358358358358358	0.641641641641642	1
"SRR8898653"	0.378378378378378	0.621621621621622	1
"SRR8898624"	0.144144144144144	0.855855855855856	1
"SRR8898505"	0.244244244244244	0.755755755755756	1
"SRR8898629"	0.551551551551552	0.448448448448448	1
"SRR8898662"	0.322322322322322	0.677677677677678	1
"SRR8898571"	0.402402402402402	0.597597597597598	1
"SRR8898552"	0.492492492492492	0.507507507507508	1
"SRR8898734"	0.16016016016016	0.83983983983984	1
"SRR8898501"	0.146146146146146	0.853853853853854	1
"SRR8898504"	0.357357357357357	0.642642642642643	1
"SRR8898470"	0.254254254254254	0.745745745745746	1
"SRR8898484"	0.409409409409409	0.590590590590591	1
"SRR8898538"	0.454454454454454	0.545545545545546	1
"SRR8898459"	0.226226226226226	0.773773773773774	1
"SRR8898675"	0.404404404404404	0.595595595595596	1
"SRR8898461"	0.457457457457457	0.542542542542543	1
"SRR8898530"	0.316316316316316	0.683683683683684	1
"SRR341660"	0.136136136136136	0.863863863863864	1
"SRR413729"	0.463463463463463	0.536536536536537	1
"SRR341595"	0.279279279279279	0.720720720720721	1
"SRR413709"	0.249249249249249	0.750750750750751	1
"SRR413719"	0.131131131131131	0.868868868868869	1
"SRR413758"	0.259259259259259	0.740740740740741	1
"SRR341615"	0.379379379379379	0.620620620620621	1
"SRR341667"	0.439439439439439	0.560560560560561	1
"SRR341608"	0.285285285285285	0.714714714714715	1
"SRR341606"	0.435435435435435	0.564564564564565	1
"SRR341684"	0.557557557557558	0.442442442442442	1
"SRR341592"	0.367367367367367	0.632632632632633	1
"SRR413701"	0.189189189189189	0.810810810810811	1
"SRR341588"	0.185185185185185	0.814814814814815	1
"SRR413681"	0.398398398398398	0.601601601601602	1
"SRR341604"	0.133133133133133	0.866866866866867	1
"SRR413676"	0.344344344344344	0.655655655655656	1
"SRR413763"	0.239239239239239	0.760760760760761	1
"SRR341661"	0.343343343343343	0.656656656656657	1
"SRR341672"	0.171171171171171	0.828828828828829	1
"SRR341596"	0.443443443443443	0.556556556556557	1
"SRR413684"	0.279279279279279	0.720720720720721	1
"SRR341658"	0.323323323323323	0.676676676676677	1
"SRR413702"	0.46046046046046	0.53953953953954	1
"SRR341663"	0.513513513513513	0.486486486486487	1
"SRR413685"	0.186186186186186	0.813813813813814	1
"SRR341676"	0.303303303303303	0.696696696696697	1
"SRR413703"	0.297297297297297	0.702702702702703	1
"SRR341689"	0.366366366366366	0.633633633633634	1
"SRR341677"	0.247247247247247	0.752752752752753	1
"SRR413741"	0.319319319319319	0.680680680680681	1
"SRR413746"	0.378378378378378	0.621621621621622	1
"SRR413567"	0.308308308308308	0.691691691691692	1
"SRR413744"	0.482482482482482	0.517517517517518	1
"SRR413759"	0.357357357357357	0.642642642642643	1
"SRR413745"	0.413413413413413	0.586586586586587	1
"SRR413752"	0.534534534534535	0.465465465465465	1
"SRR413751"	0.552552552552553	0.447447447447447	1
"SRR413765"	0.191191191191191	0.808808808808809	1
"SRR413571"	0.133133133133133	0.866866866866867	1
"SRR413740"	0.656656656656657	0.343343343343343	1
"SRR413735"	0.66966966966967	0.33033033033033	1
"SRR413674"	0.42042042042042	0.57957957957958	1
"SRR413721"	0.362362362362362	0.637637637637638	1
"SRR413689"	0.429429429429429	0.570570570570571	1
"SRR413728"	0.2002002002002	0.7997997997998	1
"SRR413736"	0.271271271271271	0.728728728728729	1
"SRR413773"	0.522522522522523	0.477477477477477	1
"SRR413761"	0.4004004004004	0.5995995995996	1
"SRR413708"	0.405405405405405	0.594594594594595	1
"SRR413754"	0.336336336336336	0.663663663663664	1
"SRR413733"	0.34034034034034	0.65965965965966	1
"SD320500394"	0.413413413413413	0.586586586586587	1
"SD320500316"	0.329329329329329	0.670670670670671	1
"SD320500177"	0.625625625625626	0.374374374374374	1
"SD320500111"	0.403403403403403	0.596596596596597	1
"SD320500387"	0.529529529529529	0.47047047047047	1
"SD320500326"	0.195195195195195	0.804804804804805	1
"SD320500427"	0.493493493493493	0.506506506506507	1
"SD320500414"	0.503503503503503	0.496496496496497	1
"SD320500392"	0.386386386386386	0.613613613613614	1
"SD320500074"	0.638638638638639	0.361361361361361	1
"SD320500185"	0.441441441441441	0.558558558558559	1
